_250m_16_days_VI_Quality_2022129_aid0001,aid0001,2022-05-09 00:00:00+00:00,,,,,,208674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20266.0,,13.0,,,,,,,,,,,,,,1430.0,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022145_aid0001,aid0001,2022-05-25 00:00:00+00:00,,,,,,208807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19930.0,,27.0,,,,,,,,,,,,,,1596.0,,40.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022161_aid0001,aid0001,2022-06-10 00:00:00+00:00,,,,,,209868,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18996.0,8.0,43.0,,,,,,,,,,,,,,1445.0,,26.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022177_aid0001,aid0001,2022-06-26 00:00:00+00:00,,,,,,209055,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19626.0,8.0,48.0,,,,,,,,,,,,,,1603.0,8.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022193_aid0001,aid0001,2022-07-12 00:00:00+00:00,,,,,,209427,,33.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19275.0,13.0,60.0,,,,,,,,,,,,,,1550.0,4.0,38.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022209_aid0001,aid0001,2022-07-28 00:00:00+00:00,,,,,,208730,,41.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19950.0,155.0,40.0,,,,,,,,,,,,,,1440.0,17.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022225_aid0001,aid0001,2022-08-13 00:00:00+00:00,,,,,,206053,,28.0,,,3345.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19573.0,4.0,33.0,,,,,,,,,,,,,,1342.0,,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022241_aid0001,aid0001,2022-08-29 00:00:00+00:00,,,,,,189622,,4.0,,,15973.0,,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21937.0,1333.0,5.0,,,,,,,,,,,,,,1510.0,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022257_aid0001,aid0001,2022-09-14 00:00:00+00:00,,175.0,,12.0,,170403,316.0,8.0,,,20799.0,179.0,525.0,120.0,,10031.0,163.0,54.0,12.0,13.0,4.0,,,,342.0,49.0,,,,119.0,4.0,,,,12.0,16.0,,,,21.0,,,4.0,,34.0,,129.0,,,,5.0,,4.0,,,,,,,,,,,23200.0,371.0,,,,,,,,,,,,,,,1620.0,,,,,,,,,,,4.0,,,4.0,1286.0,25.0,,4.0,,16.0,4.0,,,,4.0,,,,,,,,201.0,8.0,,,,61.0,10.0,,,,,,,,,,,,,,,,,4.0,,,,,,,,,25.0,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022273_aid0001,aid0001,2022-09-30 00:00:00+00:00,,,,,,9109,182.0,4460.0,232.0,,137383.0,205.0,48655.0,24.0,,,,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,24.0,,176.0,,,,,,,,,,,,,,,,12358.0,16549.0,1.0,,,,,,,,,,,,,,562.0,424.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022289_aid0001,aid0001,2022-10-16 00:00:00+00:00,,54744.0,,20590.0,376.0,6255,,,,3.0,10444.0,648.0,10178.0,53.0,25.0,285.0,239.0,146.0,,73.0,114.0,,,1.0,13316.0,150.0,,,17.0,21194.0,1971.0,2533.0,126.0,145.0,1416.0,3079.0,687.0,293.0,52.0,10738.0,6885.0,100.0,45.0,20.0,510.0,985.0,38.0,476.0,,,86.0,,1172.0,1488.0,4.0,975.0,3150.0,24.0,,7488.0,,4981.0,44.0,2703.0,2308.0,1.0,2897.0,,374.0,1.0,520.0,64.0,,115.0,16.0,40.0,488.0,95.0,1.0,229.0,,,167.0,,4.0,,,94.0,18.0,,29.0,,,,29.0,,,8092.0,262.0,533.0,49.0,52.0,286.0,131.0,25.0,,1.0,20.0,166.0,,,1.0,137.0,38.0,,20.0,3.0,8289.0,2173.0,69.0,40.0,117.0,853.0,1924.0,217.0,1157.0,74.0,32.0,,844.0,133.0,3.0,159.0,86.0,17.0,54.0,,1633.0,192.0,3.0,1037.0,766.0,23.0,,460.0,143.0,777.0,101.0,380.0,,,65.0,,,36.0,,24.0,95.0,33.0,20.0
_250m_16_days_VI_Quality_2022305_aid0001,aid0001,2022-11-01 00:00:00+00:00,,65.0,,2.0,,195082,573.0,180.0,,,8649.0,,1307.0,,,,4.0,,,,8.0,,,,60.0,108.0,,,,16.0,53.0,,,,,12.0,,4.0,,,,,16.0,,,,,,,,,,,,,,,,,,,,,22856.0,32.0,10.0,,,,,,,,,,,,,,1335.0,4.0,4.0,,,,,,,,,,,,,8.0,,,8.0,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
_250m_16_days_VI_Quality_2022321_aid0001,aid0001,2022-11-17 00:00:00+00:00,,85.0,,8.0,,199192,12.0,1476.0,,,3249.0,12.0,217.0,,,,,,,,,,,,283.0,,97.0,,,157.0,20.0,48.0,,,,,,,,42.0,,,125.0,45.0,4.0,,,,,,,,,,,,,,,919.0,,237.0,,15950.0,1701.0,,2305.0,,206.0,,151.0,4.0,,,,,150.0,25.0,,445.0,236.0,,135.0,4.0,25.0,,,41.0,,,48.0,12.0,,,817.0,,,320.0,,,,,,,,,,,,,,,52.0,,,,,111.0,,,,,,,,,,8.0,,8.0,,,,,,8.0,,,,,4.0,,,,595.0,25.0,625.0,,81.0,,,,,,20.0,,44.0,,4.0,12.0
_250m_16_days_VI_Quality_2022337_aid0001,aid0001,2022-12-03 00:00:00+00:00,,1345.0,24.0,1551.0,3.0,34060,4.0,128913.0,21.0,,4830.0,,5580.0,74.0,,,,,4.0,21.0,,53.0,20.0,,2007.0,20.0,6053.0,19.0,,2666.0,33.0,4520.0,52.0,1.0,15.0,25.0,80.0,113.0,,429.0,565.0,,44.0,940.0,24.0,86.0,,,,50.0,56.0,228.0,80.0,218.0,,7.0,114.0,,,148.0,,894.0,,842.0,22443.0,3.0,16.0,25.0,1636.0,2.0,16.0,32.0,,16.0,,,,52.0,,25.0,776.0,,4.0,,4.0,,,,,,,,,,377.0,,319.0,666.0,4.0,588.0,,,,,1.0,41.0,,,,,,,1123.0,,390.0,4.0,,1212.0,97.0,413.0,33.0,2.0,65.0,108.0,42.0,132.0,,,40.0,,169.0,,,,,16.0,59.0,224.0,186.0,,75.0,83.0,,,41.0,1042.0,82.0,,795.0,49.0,,,24.0,,,,,,16.0,
_250m_16_days_VI_Quality_2022353_aid0001,aid0001,2022-12-19 00:00:00+00:00,,71200.0,,41399.0,1.0,338,20.0,6810.0,,,284.0,,539.0,,,,,,,,39.0,65.0,,,534.0,82.0,3042.0,16.0,,4757.0,194.0,4092.0,24.0,1.0,173.0,184.0,266.0,39.0,,33139.0,4333.0,,103.0,87.0,291.0,27.0,,,,,225.0,257.0,5155.0,304.0,,633.0,132.0,,,10740.0,,5022.0,8.0,15.0,621.0,3.0,186.0,,422.0,,4157.0,124.0,5.0,,86.0,,575.0,145.0,1.0,,37.0,,51.0,5.0,25.0,,3.0,263.0,16.0,3.0,,21.0,3.0,,130.0,,333.0,292.0,,28.0,,,,,,,,,8.0,4.0,2.0,,697.0,,1958.0,51.0,,14084.0,130.0,1354.0,,1.0,1293.0,529.0,745.0,310.0,,,,,,,,,,40.0,305.0,3036.0,167.0,,1558.0,314.0,2.0,,33.0,36.0,956.0,,393.0,9.0,7.0,154.0,,1.0,,,78.0,4.0,,36.0
